business_id,name,city,state,main_category,business_avg_stars,review_count
e1jylvnhcMVr1ER8PO4dpA,Black Diamond BBQ & Catering,Indianapolis,IN,Barbeque,4.0,90
Bf1M-aKVvkAn7OikbYTFCw,Colonial Bowling Lanes,Harahan,LA,Event Planning & Services,3.0,29
PsnjyN3llgp3BTUA2MYGuA,Museum of Contemporary Art,Tucson,AZ,Museums,3.5,33
ATYVsHtyiQnknwFD1ZX4bQ,Dickey's Barbecue Pit,Gretna,LA,Sandwiches,3.0,60
fsFZQ2ZbTutgUlnWPhTU6A,J's Seafood Dock,New Orleans,LA,Restaurants,4.0,333
o05ngJ6BY1rztemFazViBw,The Mona Lisa Lounge,Westwego,LA,Bars,5.0,111
dxNmbVCP-HGrDkPi4lqKDw,Cherry Hill Motors-Mercedes-Benz Leasing,Cherry Hill,NJ,Automotive,2.0,7
62pABDhLkUPAcNgxum_mpw,Cafe Provencal,Saint Louis,MO,Restaurants,4.0,116
D5V0Fawd6ODVgqCY8xngsw,Loews Philadelphia Hotel,Philadelphia,PA,Event Planning & Services,3.5,505
0_fd3nMhIVlJyLV76dTCAQ,Krystal,Nashville,TN,Restaurants,2.5,9
AFuNp4dDNzO9ArzfafmHwA,R&N Carpet Services,Newtown,PA,Carpeting,5.0,6
bmz4siaejdjs4_yS_mYW4A,Cool Springs Brewery,Franklin,TN,American (Traditional),3.5,264
4_W5pstoN1166TGjjPOrMg,Prohibition Taproom,Philadelphia,PA,American (Traditional),4.0,618
Bb4mYZA4qda-2OP6Gku0SA,PA Fabric Outlet Inc,Philadelphia,PA,Home & Garden,3.5,19
aJet5OBtxIEbmLZwA4VphA,Emmanuelle,Philadelphia,PA,Cocktail Bars,4.5,83
85HTEU6hNsdK4gv1A4Cfww,Sprouts Farmers Market,Tampa,FL,Food,4.0,91
ujWCzhA9YS2fXzXPW9Lc9Q,Flap-Jacks Pancake House,Indianapolis,IN,Food,4.0,78
wsr5zfPb6OZX4mQ7S-D8rQ,The Boilermaker,Philadelphia,PA,Bars,4.0,35
tvbFcYCEQWc76CUK-nBw8w,Seoul Garden,Nashville,TN,Korean,3.5,166
brxzxPTpbukDPTlaq7gOMw,Wimpys Original,Media,PA,Restaurants,4.0,114
HlSve6o5TAXbl4UDwCfcFw,Sonic Drive-In,Nashville,TN,Ice Cream & Frozen Yogurt,2.5,28
o9Gru-QFoxGK26FSWRCLXA,National Car Rental,Philadelphia,PA,Hotels & Travel,3.5,160
-lhHSR1Aws4CyYC1XOPVTw,Louis Pappas Fresh Greek,Tampa,FL,Greek,4.0,156
kfcz8iJOkltAvkp6TqNMcA,Fairmount Pet Shoppe,Philadelphia,PA,Pet Stores,4.5,64
Ryt1Fhgz7sixMQSJiLyP_g,Zocalo,Philadelphia,PA,Restaurants,2.5,59
a2ITIJRAY4Eo-xTH0vN95A,Chili's,Tampa,FL,Restaurants,2.5,67
-M21d-vRVRaTyVywy8x-Ag,west elm,Saint Louis,MO,Furniture Stores,3.5,20
7J81xJFlMM244_f05k2egw,Hammerheads Bar & Grille,Philadelphia,PA,Dive Bars,2.5,15
Aa0lDzrdkiiYGJfKjJxcww,Coliseum Pizza & Steak,Edmonton,AB,Pizza,3.5,68
A0F-h3xJm_6gHDKcDQwSrQ,Capogiro Gelato,Philadelphia,PA,Pizza,4.0,252
PdMXmOWDRHICAx6SLgu1dQ,24,Philadelphia,PA,Italian,3.5,111
osOONoA8wMF5ZpLWUS7VOw,Henry's Coffee Bistro,Indianapolis,IN,Breakfast & Brunch,3.5,232
x4XDkWR9fgP4TItqMr8A8A,Hollygrove Market & Farm,New Orleans,LA,Food,4.5,75
FBBeJO50xZiNIo3oFhAFRA,Indiana Microbrewers Festival,Indianapolis,IN,Arts & Entertainment,4.5,52
B6Lvq3sOYwhKxPzadDka9g,Zeppoli,Collingswood,NJ,Food,4.0,297
GqUv8rF5h3ZZFfj7S9tgyQ,Taste of India,Wayne,PA,Buffets,3.0,155
3BJxm-HnvzdwD1zjmSbmyQ,Golden Chopstick Chinese Restaurant,Philadelphia,PA,Restaurants,3.0,137
-5jrwZnndGs9q3akdkJYJA,Rick Bronson's The Comic Strip,Edmonton,AB,Comedy Clubs,3.5,52
SuQgcpL-aZeuyRjBdA0pHw,Samurai Japanese Restaurant,Rosemont,PA,Restaurants,3.5,69
FYw5uf26ry8-MuPKD10z0Q,Josef's Vienna Bakery & Cafe,Reno,NV,Grocery,4.0,382
c4IkL2K64JeFC7kcnbupsw,Chipotle Mexican Grill,Brentwood,TN,Mexican,2.5,77
12_YxEYiswleR_TMtxkuHg,PrimeTime Donair,Edmonton,AB,Donairs,3.5,28
V6Om7YZhlRQRU7WfuxHq8Q,Beck's Cajun Cafe,Philadelphia,PA,Restaurants,4.0,485
3lBooCffgkW7tVSG5kILBA,Porcini,Philadelphia,PA,Restaurants,3.5,317
1LVMlrAQeqLgiwFu06kFfw,The Workshop Eatery,Edmonton,AB,Restaurants,4.0,139
2rQFgavS-942RapZTBSBTw,Gullifty's Restaurant,Bryn Mawr,PA,Italian,3.0,270
AdT6vMVYy2uFFfnYbWoAsw,NY Pie,Hendersonville,TN,Restaurants,4.0,123
cdPjDZubPvok0VHv654Tvw,Subway Restaurants,Nashville,TN,Restaurants,2.5,16
vOgQnvKbE4nMopFTjoL8Gg,Watermark Restaurant,Nashville,TN,Lounges,4.0,296
x483GUYbdSgjaX9Xi3nOUA,Mirna's,Jenkintown,PA,Restaurants,3.5,26
tP8wd-9CrI_RkHK424oifQ,Panera Bread,Tucson,AZ,Sandwiches,3.0,128
_bofVL_0MxlZYWBa8XEJEg,swah-rey,St Petersburg,FL,Wine Bars,4.5,239
7R_LxvRPu3qMc8xMhP0POw,Mo's a Place For Steaks,Indianapolis,IN,Steakhouses,4.5,42
yG4k3LgCKVCUXraxnY_tLw,Magic Dragon Vapes,Clearwater,FL,Home & Garden,5.0,32
WfPmZ9hp50ttugTVgfcPpA,Lulu's Pizza,Boise,ID,Pizza,4.0,88
8Ak2iPlR4fCziMQZ11ohAA,Les Bons Temps,Philadelphia,PA,Restaurants,3.5,12
OyHbS1sJ4CguExlWa-XWDg,Red Lobster,Metairie,LA,American (Traditional),2.5,122
f2r0YzFcaFl3jSg4cST68w,Coco Deep Fried Chicken,Edmonton,AB,Food,4.0,56
-gx2zqPkSs-7aGZ01bDb7A,Winners Circle Pub,Indianapolis,IN,Sports Bars,4.0,57
hx-qUirkgRqX2Bk8A2U0nA,Pima County Fair,Tucson,AZ,Arts & Entertainment,4.0,40
wJmyu7W1K9A_gE8Ed4Bc9w,Trident Grill,Tucson,AZ,Bars,4.0,370
vfyMWLWRlnd-V41PGsZgwQ,Bagel Delights,Lambertville,NJ,Restaurants,3.0,31
h6IzeUVASeDtvKhd2PEsKA,Rouses Market,New Orleans,LA,Food,3.0,111
D9p7-HsY9llYP3BaCVg4DA,Cafe Soleil,St. Pete Beach,FL,Restaurants,5.0,468
C-anTsItNvJHHR__DiGEqQ,Nokey's Deli & Grill,New Orleans,LA,Chicken Wings,4.0,54
g5ogvPhw3PSobtaZFkdEXg,Bittersweet Confections,New Orleans,LA,Cupcakes,4.5,351
cAUe8LFnDjii_sx_4fRMaA,Once Upon A Child - Reno,Reno,NV,Fashion,2.5,113
2myVMP_l-9f9JIZewm19Cg,Prince Conti Hotel,New Orleans,LA,Event Planning & Services,3.5,176
JI3-QZwm6vihIFBcekgyaA,Matrix Hotel,Edmonton,AB,International,4.0,55
067InE1pMXlEXc1OgakKUA,REI,Boise,ID,Fashion,3.5,35
pP4q0Mym-qt20nRqTKbzhQ,Morton's The Steakhouse,Philadelphia,PA,Steakhouses,3.5,149
JcP1z6eZBgTIcxWlyxSw0g,Iris,New Orleans,LA,American (New),4.0,67
_8JrzxWYNODeyo2rDCR_IQ,Dolan's Irish Pub,Burlington,NJ,Irish,3.5,41
9XkgYvXhYibe85V6mNE_TQ,Winners Bar and Grill Nashville,Nashville,TN,American (Traditional),3.0,102
pzhvHwe_3-4JYTC-wXDJpA,Jimmies Cupcake,Philadelphia,PA,Food Trucks,3.5,17
c3WKZO5vtv61xYQTt0TnNw,Taco & Burrito Place,Indianapolis,IN,Restaurants,4.5,90
b7YJrFZWZdI2C5-9nZvVdw,Saltwater Grill,New Orleans,LA,Specialty Food,2.5,34
lsGZzXIJbjrWtcFGLAW5sw,AM@FM,Nashville,TN,American (New),4.0,41
AcbOk6rzLDEBqQCNQ3HCCQ,Foggy Bottom Canoe Rocks,Kingston Springs,TN,Rafting/Kayaking,4.0,45
0wQCEcpZ57TmTm6EmEDsIw,Hendricks BBQ,St Charles,MO,Food,3.5,572
PW5eZM5RAQEhy3wgovChhQ,Cafe Victoria's,Philadelphia,PA,Food,3.0,29
ovLgaPIMrx7PDZPrEpTMvg,Mei's World Pizza,Tampa,FL,Salad,4.5,117
IS0B5nLJPluVT8NwGgospA,Cheddar's Scratch Kitchen,Fairview Heights,IL,Comfort Food,2.5,187
9C2rpb56aQvW0ViZHK9sPw,Home Plate Sports Pub,Tucson,AZ,Bars,3.5,56
jfIWqMrdWnPNORcDnQ7VNg,Chili's,Reno,NV,Bars,3.0,188
Wr2k0Vz8RbcumYulp-jIrA,Han Dynasty,Cherry Hill,NJ,Restaurants,4.0,411
G_kesdiiYUmTWV9yRHcuCg,Taranovas Pizza and Pasta,Bensalem,PA,Pizza,3.0,60
ziFtaIQdzQfFL79iLTq_zQ,Zac's Hamburgers,Folsom,PA,Burgers,4.0,48
avNUBfd-ZVCA0OkgEvaVqw,Studio Branca,Creve Coeur,MO,Beauty & Spas,3.5,51
rkem6aEo3vAG2VufybdwuA,Outback Steakhouse,Tampa,FL,Steakhouses,3.5,159
80uB-BqbkWaJgB4SLt-GhQ,Kmart,Goleta,CA,Shopping,2.0,84
KkpAwKzn5olmxH2K2GauNw,Pica's Restaurant,West Chester,PA,Pizza,3.5,141
GmJDCmDhtKbjofeO35yBrw,The Freshworks of Port Richmond,Philadelphia,PA,Delis,4.5,66
RKVZbcCKNcAM5Jk_cV7I9A,Sage,Saint Louis,MO,American (New),3.5,110
DAVoDOQCp7HdnVnVjkmujw,The ScyFli Smoke Shop and Glass Gallery,Mount Laurel,NJ,Shopping,4.5,12
zSqTndm5Alq9dW1PyzbdTA,Grand Isle,New Orleans,LA,Seafood,4.0,588
CWdCNIJU4Kh480NV9dgQjw,Third Window Brewing,Santa Barbara,CA,Nightlife,4.5,183
26Zx69vOllucV5OsHXst9A,Braid Masters,Philadelphia,PA,Hair Extensions,4.0,34
5QKzE17vyeQbxtZs-yKV1g,Le Saigon,Paoli,PA,Vietnamese,3.0,71
1FURjeGJi_LBXcJQg8eskw,Padaro Beach Grill,Carpinteria,CA,American (Traditional),4.5,885
5FuQbcHTF_I7PWJzhCMObw,Larry's Steaks,Philadelphia,PA,Cheesesteaks,3.0,204
TFnGJlA5l_HDdzGDkNTdTA,Smiths Restaurant and Bar,Philadelphia,PA,American (New),3.0,225
RqeokGq-qSYlk7WA4WF6sA,Enterprise Rent-A-Car,Saint Louis,MO,Car Dealers,3.0,29
lRbHFOIFuusN2WOR_ypQ_A,Ants Pants Café,Philadelphia,PA,Restaurants,4.0,531
23wO6ic61V41UfGz9eCeQQ,Nothing Bundt Cakes,Tucson,AZ,Desserts,4.5,71
D1OT9vuepvXJrn5VDgm4YA,Santa Barbara Certified Farmers Market,Santa Barbara,CA,Food,4.5,113
k9A4tAmei12tLprkrNPkcg,El Pollo Loco,Reno,NV,Fast Food,3.5,54
l3pO6YTjFUgVoXgm3gfUag,Ichiban Buffet,Cherry Hill,NJ,Restaurants,2.5,48
mXRnfKu9PCP3k3YIcumCJA,Sno Shak,Jefferson,LA,Food,4.0,26
JomDoQafikclSVVCPkWjnA,Cedar Park Cafe,Philadelphia,PA,Diners,4.0,301
pCmaISSyKum22MOtPOxL-w,Philadelphia Phillies,Philadelphia,PA,Arts & Entertainment,4.5,94
SjLYEsv94TjmSjG2Fc2piQ,Pizzarella Grille,Bryn Mawr,PA,Restaurants,3.5,58
dYNeW8ekFKMeEYUBF7r0RA,Bourbon Street Blues Company,New Orleans,LA,Nightlife,3.5,81
1JtpcHELRrSDoWS80WtzuQ,Chef's Market Cafe & Takeaway,Goodlettsville,TN,Food,4.5,319
EFPLTyrqx_x_6GVaDU5Mtw,Firehouse Subs,Brandon,FL,Fast Food,2.5,35
ntk3HonjsNzd2cY9o1RpZA,Famous Dave's,Franklin,TN,Barbeque,3.5,59
9LZWyTM6KCr6JvfWEgGeQw,Yoya Self Service Frozen Yogurt and Bubble Tea,Indianapolis,IN,Ice Cream & Frozen Yogurt,4.0,102
y9yUyB9qldKaibuhJkC39w,Trader Joe's,Wayne,PA,Flowers & Gifts,4.0,91
p5OEYAsKeMjNKZI-gZiQrg,Oriental Pearl Restaurant,Boothwyn,PA,Thai,4.0,154
qhDdDeI3K4jy2KyzwFN53w,Barnes & Noble Booksellers,Indianapolis,IN,Shopping,4.0,38
gUyfJlJRxu1fHuZ4dpBheQ,Santa Fe,New Orleans,LA,Mexican,3.5,252
oaboaRBUgGjbo2kfUIKDLQ,Mike's Ice Cream,Nashville,TN,Ice Cream & Frozen Yogurt,4.5,593
sd8ni1PmImBBDJElVwrmVA,Dollar General Store,Nashville,TN,Shopping,3.5,7
eHiwKescTxEtPDZNLRp2sw,Dairy Queen,Royersford,PA,Food,2.0,15
Uy0r4bzRmY5LFtDfzNgkag,Mi Ranchito,University City,MO,Mexican,4.0,375
u-MF7O0mULjBnjz71fNplQ,Advanced Urgent Care,Philadelphia,PA,Urgent Care,2.0,32
3_kZ2pDiKJLZ9kGKKOWqdA,McDonald's,Eddystone,PA,Restaurants,2.5,15
-D_L4GHXJQvy2wv0RkrupA,Church's Chicken,St. Louis,MO,American (Traditional),2.5,21
e86IBzGCsrnhJbD_wELj7w,Herbie's Vintage 72,Saint Louis,MO,Gluten-Free,3.5,141
DszOO6k_s2wuGhTw2AsUdA,Olive Garden Italian Restaurant,Fairview Heights,IL,Salad,3.0,97
5l67axuAa5EmEV3lLuSa1Q,Smashburger,New Orleans,LA,Burgers,3.0,167
eaV07HGOcyb27XobHVl8LQ,Jean Madeline Aveda Institute Salon,Philadelphia,PA,Specialty Schools,3.5,190
Yp8GX_ffiaz5IQeAryx3pA,Williams Park,St. Petersburg,FL,Active Life,3.5,15
i9yd8EPVhzeV9LvQ0xHaHA,AutoZone Auto Parts,Tucson,AZ,Auto Parts & Supplies,3.5,6
YE3E3nFsPo0O7gpMpOL18A,T J Courtney's Restaurant and Catering,Mt Juliet,TN,Restaurants,3.5,112
5rryuz2myZJI0EfWtrTMxw,MIUCHA,Philadelphia,PA,Food,3.5,122
wZhGuW7vQpfhxeEvLHkTrA,Express Cafe,Meridian,ID,Restaurants,4.5,119
wzE61ThXOdrSegvwSOzf5w,Biscuit Love: Hillsboro Village,Nashville,TN,Southern,4.0,578
vGgAW3kLPjRFQCrndE6l9w,Agustín Brasserie,Tucson,AZ,French,3.5,41
EAtdpksdWfWAaqh3XdnNNg,Essene Market & Café,Philadelphia,PA,Restaurants,3.5,149
2XYPFRm7teCUr3eGsB2-qw,Thai Orchid,Blue Bell,PA,Thai,4.0,195
uwF2zLAnZZ1SCwEF8QQKQA,Wissahickon Valley Trail,Philadelphia,PA,Hiking,4.5,137
-Tnsc_b8dsWuAq1wQugKZA,Mi Tenampa,Indianapolis,IN,Restaurants,4.0,67
cMf3Ej3KNBoN2sIpLCm9Rg,Zoes Kitchen,Collegeville,PA,Restaurants,4.0,114
IsxFRZNNG8DnunxIOY41nA,Birchwood Farm,Newtown,PA,Food,4.0,26
-V0vIgo6196MDn_x3ZaYmA,La Creperie Cafe,Philadelphia,PA,Restaurants,3.5,146
h1qdksqlwGpmp_Id8j5CXQ,JOANN Fabrics and Crafts,Springfield,PA,Home Decor,2.5,20
jULIPydhMj18KOI5OHTwfA,Buena Onda,Philadelphia,PA,Tacos,4.0,552
A7bjrO_5UCExdOvr8klrYg,Fixit Computer & iPhone Repair,Metairie,LA,Electronics,5.0,83
0wIZdTqdL2LTPkv0avHPeA,Casa Gallardo Mexican Restaurant & Cantina,Bridgeton,MO,Restaurants,2.5,10
N1ZXhAVzOzbyCBPEXTaUUw,Tandoor Authentic Indian Restaurant,Philadelphia,PA,Food Delivery Services,3.5,148
fpQEKdtFprof-RJx1MRR9g,Esporta Fitness,Tucson,AZ,Yoga,3.0,51
L8M_1RJMs5fvecy-JglINw,Chirco Performance & Restoration,Tucson,AZ,Automotive,4.0,10
ZyyExneJPXjci7yc2CGAPQ,Cups & Chairs,Philadelphia,PA,Coffee & Tea,4.5,80
FwqP9mfPQLsso-uBuVg-oQ,Disc Replay East Indianapolis,Indianapolis,IN,Shopping,4.0,5
fxv1yDFmkgwkeFs-O7R5HQ,Savor Food & Wine Festival,Tucson,AZ,Arts & Entertainment,4.5,28
yLIn3po-fKb0T3UIoJdiyQ,Famoso Neapolitan Pizzeria,Edmonton,AB,Italian,4.0,117
UtfuLzO7c2N0m8oogeu_SQ,Philadelphia Training Academy,Philadelphia,PA,Gun/Rifle Ranges,4.0,112
3y61A28PQDZ4weeeTRfIlA,Burger Study,Indianapolis,IN,Restaurants,4.0,441
QTeEX_XchMKgS27yX913mA,Wine Works,Marlton,NJ,Food,4.0,59
coyt5YC_UBlgmri_1G0bzg,Concord Wash and Detail,St Louis,MO,Auto Detailing,2.5,19
YCwWrnOh8qUmQbgQ4p02AA,Alfredo's Pizza,Broomall,PA,Restaurants,4.5,79
2x3wM06LEbaAR81AeKk44w,National Pizza Company,Saint Louis,MO,Pizza,4.0,42
5Wxp5BIQWve0tVqljjVbQA,Indy Criterium Bicycle Festival,Indianapolis,IN,Festivals,4.5,15
B9oez-fvFRD76en7pEvhMA,Dress Up,Nashville,TN,Accessories,4.0,18
2648Hr6mAvwVEDmxV-NJ7A,"Thomas Nabors, DDS",Nashville,TN,General Dentistry,4.5,24
37yDMpWI6HBO2iW8slv7_Q,Tutti Frutti Frozen Yogurt,University City,MO,Juice Bars & Smoothies,4.0,52
jmwasbZfgj3honf79qKsnA,Street- Taco and Beer Co.,Tucson,AZ,Mexican,4.5,805
Swjkmg5qAHT6hwXQRWQoHQ,Tampa Bay Brewing Company Westchase,Tampa,FL,American (New),4.0,476
H-1qpp_77KggOAr9htUrEw,Cava Restaurant & Bar,Montecito,CA,Tapas Bars,4.0,367
wQJbr_xIrLBnpqICoJWHFA,DoubleTree by Hilton Hotel Downtown Wilmington - Legal District,Wilmington,DE,Hotels,3.0,86
AAFofLiyt_K1Ar_eEuVc7g,Crowne Plaza Hotel Philadelphia Downtown,Philadelphia,PA,Venues & Event Spaces,3.0,59
ifjluUv4VASwmFqEp8cWlQ,Marty's Pizza,Santa Barbara,CA,Pizza,4.0,64
eS5KCIrpEB1Bp-uU1JJYyw,O'Charley's Restaurant & Bar,Hendersonville,TN,Burgers,2.5,31
H1ZTsd_d-wvunsT3ZmoBvg,The Pasta House,St. Louis,MO,Italian,2.5,205
bKgyXSQUGA8IHGt8ne5NuA,Chipotle Mexican Grill,Reno,NV,Restaurants,3.0,160
xwmdDSPBvFAM9D74ftcYsw,Copper Top Pub,Tampa,FL,Bars,4.0,46
TfcpJBiFNnDaochnmp4M2Q,The Garden Brunch Cafe,Nashville,TN,Cafes,4.5,712
DTIKGgzoKGLCNw2dNKfHZg,Lanna Culinary School and Events Center,Reno,NV,Specialty Schools,4.5,55
o3ca5qJSorYBJCK-S7bVsw,Le Gourmet,North Wales,PA,Restaurants,2.5,24
pKxOXAuC1i8mnUjxVW2tnQ,U Gas,Saint Louis,MO,Gas Stations,4.5,14
XWmg4BfYkZcT4E9iNmnycg,Holiday Inn Express Edmonton Downtown,Edmonton,AB,Event Planning & Services,2.5,15
GOSVLhjUT6TnrPhkkmDOpw,Vineyards Cafe,Philadelphia,PA,Coffee & Tea,4.5,192
C_EtrXTygRX5RTUOKtO6Dg,Copabanana,Philadelphia,PA,Nightlife,3.0,334
r5dUIJJwaChqvIjGkUJtfw,C J Muggs,Webster Groves,MO,Music Venues,3.5,102
qjGS_7iaQDpbVhS6W8qkHQ,The Sweet Life Bakeshop,Philadelphia,PA,Food,5.0,316
yqRF449dYddbt1bDg50J_Q,Rickshaw Sushi,Reno,NV,Restaurants,3.5,126
sr9RI_LHMXGZfpDApPsDEw,Luxe Nails,Philadelphia,PA,Waxing,3.0,63
hxsdgbsEQwWUZq91Mx9MCw,Aradia Fitness Edmonton _ Whyte ave,Edmonton,AB,Dance Studios,3.5,11
rnaE88k8yV5pFAGJeiIK4Q,Knitting Factory Reno,Reno,NV,Food,3.5,75
hy5GpGXAna-5qrb3zNub6g,On The Border Mexican Grill & Cantina,Mt. Laurel,NJ,Mexican,3.0,168
secVicuv1pV422w5TsMpMg,Target,Brandon,FL,Drugstores,3.5,28
x4XdNhp0Xn8lOivzc77J-g,Thai Place Restaurant,Phoenixville,PA,Thai,4.5,222
mekeg9tvIEbJEVTLOXxkhA,Publix,Saint Petersburg,FL,Shopping,3.0,23
GYAX9mPGYx9VfwDiuIl_9Q,Nhu Y,Philadelphia,PA,Restaurants,4.0,79
nDD_6elPOfDe0eRk9xVHNQ,Normand's Bistro,Edmonton,AB,Canadian (New),3.5,32
lZyINQz8hoGZk-WhqXy0Sw,Above The Salt Cafe,Tampa,FL,Cafes,5.0,41
45tvAZaoMo0VhsJvPHf9sw,Lite Choice,Philadelphia,PA,Ice Cream & Frozen Yogurt,3.0,29
w18LqIckdMOK7-PU49KBsQ,Taco Bell,Sparks,NV,Restaurants,2.0,71
oqP1oQEycpp4J6u5YebRoQ,American Social,Tampa,FL,American (Traditional),3.5,768
vHAjYdA3c4G3E7HKMl3OgQ,Barrister's Bagels,Royersford,PA,Bagels,3.0,93
lwdkX7KcibM4mDqpDfK7JA,Kalamatas - Green Hills,Nashville,TN,Caterers,3.5,153
JLixvCikc5JYGcnvaqHoJg,21st Amendment at La Louisiane,New Orleans,LA,Nightlife,4.5,399
YB26JvvGS2LgkxEKOObSAw,Unagi & Sushi,Metairie,LA,Sushi Bars,4.0,62
VOEN8f9WEysinBsLqbiVqg,Andrea's Restaurant,Metairie,LA,Venues & Event Spaces,2.5,218
04UD14gamNjLY0IDYVhHJg,Dmitri's,Philadelphia,PA,Mediterranean,4.0,273
_4aXcnsN9iboENHK7cGD4Q,Lecada Medical Artistry,Tampa,FL,Medical Spas,4.5,43
ki4fAKj4ZN0cgAmw9L8PBg,Clock Restaurant,Zephyrhills,FL,Restaurants,3.0,11
zLViSytSrWambgwGECNyZA,Philadelphia Eagles,Philadelphia,PA,Professional Sports Teams,3.5,50
kE8XRJWDRnrihtgm5cLU_g,Greco Roman,Norristown,PA,Event Planning & Services,4.0,33
tFpstYqxugKHzeyNUsuD_A,The Pint Room,Carmel,IN,American (Traditional),4.0,423
I4TFiNX5gTsJBnEGH2Tl8Q,Benna's West,Philadelphia,PA,Juice Bars & Smoothies,3.5,47
O8YYh_b4hf82C4DAeBhmeQ,GIANT Food Store,Havertown,PA,Food,3.0,57
Llu8_Lx2DFthmr99_eiOLA,Wei Hong Bakery & Restaurant,Saint Louis,MO,Bakeries,4.0,135
KxrXqdsgT7lcghhNk00z6w,Jerry Bob's,Tucson,AZ,Restaurants,3.0,33
LJ7nGzqbmY44UZFVEfVNXw,Goose Creek Grill,West Chester,PA,Restaurants,3.5,70
9xgHivXmL1Vzaz5P97PzCg,The Book Trader,Philadelphia,PA,Bookstores,4.0,118
D3DMIr-I0AKzlIKdErxHGg,Nathalie's,Saint Louis,MO,American (Traditional),3.0,67
_owHO6DTYU-XVP8jAcgZFw,Sam's Sports Bar and Grill,Nashville,TN,Pizza,3.5,123
HCbJPXWXvwN-C7XfmVy3gA,Granite City Food & Brewery,Indianapolis,IN,Desserts,3.5,258
mCo2uVTTGYrEhRrkQW-CMw,Empress Garden,Philadelphia,PA,Taiwanese,4.0,263
4-y4Jj8hNuVIFktoYnm3-Q,Bella Pizzeria,Indianapolis,IN,Pizza,3.0,66
skN2XhKXlcjf53uIwzAedw,Burger Up - Franklin,Franklin,TN,Burgers,3.5,329
wPViqOIThG5W_p4FKGqjrQ,4 Hands Brewing,Saint Louis,MO,Pubs,4.0,345
iwlPkTBb2CtjD0oe-baXnA,Imperial Pizza,Secane,PA,Pizza,4.0,79
qfWJmJ0g96eM_fWma3ja0g,Doc Magrogan's Oyster House - West Chester,West Chester,PA,Seafood,3.0,114
ahcB5_-ZcrtHT1QqcA8Ipg,Rush Bowls,Nashville,TN,Food,4.5,61
ARZroZoAl06oPux6tas5Wg,Pete's Car Wash Express LP,East Norriton,PA,Automotive,2.5,34
-ikBycdroyTLDBHR9aC3HA,Sukho Thai,Nashville,TN,Thai,3.5,116
M2ZrrqseHE5xssUrOL0Gtg,The Three Coins Diner,Tampa,FL,American (Traditional),4.0,341
unc52U31YIybi7Zi2UhSdg,Wellington Pub,Indianapolis,IN,Bars,4.5,59
AOGFntN8SHBmRNYV6AhqgQ,Duckweed Urban Grocery,Tampa,FL,Grocery,4.5,58
HcEOK1WiOpHvhZtp7PkRmg,Salsa,Nashville,TN,Restaurants,3.5,186
AfassS1QI0DHsqwuof9-lA,Dirty Franks,Philadelphia,PA,Arts & Entertainment,3.5,290
xkTjLbBC7uB-rAIDqAm-sw,Los Comparres,Tampa,FL,Street Vendors,4.5,339
RpLD-q2DqPKlGEGrZ2kfDw,Wolfgang Books,Phoenixville,PA,Shopping,4.5,9
_T0cPZE2ZJOTTlYYKMP64Q,Brown Sugar Bakery & Cafe,Philadelphia,PA,Cupcakes,4.5,66
y--UQiSyVPAmWjRkZ9tdPQ,Pep Boys,Philadelphia,PA,Tires,3.0,34
NUGu31Ou05hGdZ1YPhVdNA,Target,Indianapolis,IN,Shopping,4.0,34
dD2p903p8lU0IgXT3OFluA,Edgehill Cafe,Nashville,TN,Breakfast & Brunch,3.5,245
7A-q7-bajt0NxMy36dUfIw,The Station,Merchantville,NJ,Restaurants,4.0,37
IYlUaKC9nICjiWdk-ShPlg,Bub's Cafe,Carmel,IN,Restaurants,4.0,175
lkC8Y4BVss1kk_qIzUunQQ,Gardens of Babylon Landscapes,Nashville,TN,Shopping,4.0,80
cuNK_2CK5PParxYYByclKg,Planet Organic Market,Edmonton,AB,Organic Stores,2.5,15
nk2a2nI1jfln9zLpxEvTnw,Crime & Punishment Brewing,Philadelphia,PA,Nightlife,4.5,178
kZtl_NJjUnlIQgzFrBhXyQ,Ichiban,Santa Barbara,CA,Restaurants,3.5,227
RyIfYlK_Hoa4JeMOMFhZJQ,White Castle,Nashville,TN,Fast Food,3.0,29
k3sED9tpGEOtzhGxvcxTrw,Izzo's Illegal Burrito,Metairie,LA,Restaurants,3.0,147
ZB2T9dwB4vhHPsJC_4eOnw,Nordstrom,Newark,DE,Children's Clothing,4.0,24
EtkNplbYROY-8nZz0YQbMQ,Roly Poly,Metairie,LA,Restaurants,3.5,14
0yGH62WGQy_W3JoR6L5Kew,Ice Cream 504,New Orleans,LA,Ice Cream & Frozen Yogurt,5.0,139
6dDC5PSmPEoJYuM8r8dN_A,Whole Foods Market,Reno,NV,Food,4.0,375
FtTrAxQUY7_HHGPRPEI5DA,Coast Bike Share,Tampa,FL,Active Life,3.0,13
PzhPMkaNYiKDTHoTG0r8rw,Pho Cam Ly,New Orleans,LA,Vietnamese,4.5,178
7FHjj04Wy2aqXl22NA_C0g,Aldi,Indianapolis,IN,Grocery,4.0,18
WYulP4JpEVnFjhydDoxWjA,Mushmina,Philadelphia,PA,Shopping,5.0,5
X-IWPL5GY6ejEciBGMVK9A,Cellini,Tampa,FL,Italian,3.5,8
1ENdYUfYzDu9yyI3-MVklA,Boostin' Bowls,Philadelphia,PA,Juice Bars & Smoothies,4.5,77
