city,main_category,is_weekend,context_score,context_count
Franklin,Restaurants,0,4.142857142857143,7
Franklin,Restaurants,1,4.0,5
Franklin,Shoe Stores,0,3.0,1
Franklin,Skin Care,0,1.0,1
Franklin,Soup,0,1.0,1
Franklin,Sporting Goods,0,3.5,2
Franklin,Steakhouses,0,3.5,4
Franklin,Steakhouses,1,3.6,5
Frazer,Restaurants,1,1.0,1
Frontenac,Food,0,3.0,2
Frontenac,Food,1,5.0,1
Frontenac,Specialty Food,0,3.5,2
Furlong,Diners,1,5.0,1
Gallatin,Mexican,0,4.0,4
Gallatin,Restaurants,0,3.0,1
Gallatin,Restaurants,1,4.0,2
Garden City,Nightlife,0,4.0,1
Garden City,Nightlife,1,3.0,1
Glassboro,Food,0,1.0,1
Glassboro,Food,1,5.0,1
Glassboro,Italian,0,4.0,2
Glassboro,Japanese,0,5.0,2
Glassboro,Pubs,0,3.2,5
Glassboro,Restaurants,0,2.0,1
Glen Mills,Food,0,4.0,1
Glen Mills,Food,1,4.0,1
Glen Mills,Grocery,0,5.0,1
Glendora,Comfort Food,0,5.0,1
Glenolden,American (Traditional),0,3.0,1
Glenolden,American (Traditional),1,1.0,1
Glenolden,Grocery,0,3.0,1
Glenside,Bars,0,4.0,1
Glenside,Bars,1,2.5,2
Glenside,Beer,1,4.0,1
Glenside,Restaurants,0,4.333333333333333,3
Glenside,Restaurants,1,3.3333333333333335,3
Gloucester Township,Dog Parks,0,4.666666666666667,3
Gloucester Township,Food,0,2.0,1
Goleta,Acai Bowls,0,5.0,1
Goleta,Auto Repair,0,5.0,1
Goleta,Automotive,0,3.3333333333333335,3
Goleta,Burgers,0,4.0,2
Goleta,Burgers,1,4.0,1
Goleta,Chicken Wings,1,1.0,1
Goleta,Dive Bars,0,4.0,1
Goleta,Fast Food,0,4.666666666666667,6
Goleta,Fast Food,1,4.666666666666667,3
Goleta,Food,0,3.3333333333333335,3
Goleta,Food,1,3.5,2
Goleta,Italian,1,4.0,1
Goleta,Restaurants,0,3.7,10
Goleta,Restaurants,1,3.3333333333333335,3
Goleta,Sandwiches,0,4.333333333333333,3
Goleta,Sandwiches,1,5.0,1
Goleta,Shopping,0,2.0,3
Goleta,Shopping,1,1.0,1
Goleta,Sushi Bars,0,4.0,1
Goleta,Sushi Bars,1,3.0,1
Goleta,Thai,1,3.0,1
Goleta,Transmission Repair,0,5.0,1
Goodlettsville,Bars,0,2.0,1
Goodlettsville,Bars,1,1.0,1
Goodlettsville,Event Planning & Services,0,4.0,1
Goodlettsville,Food,0,4.75,4
Goodlettsville,Food,1,5.0,2
Goodlettsville,Hobby Shops,0,5.0,1
Goodlettsville,Japanese,0,4.0,1
Goodlettsville,Local Services,1,5.0,2
Granite City,American (Traditional),1,4.0,1
Granite City,Sandwiches,0,5.0,1
Granite City,Sandwiches,1,5.0,1
Greenbrier,Caterers,0,5.0,1
Greenwood,Bagels,0,4.0,1
Greenwood,Burgers,0,4.0,2
Greenwood,Burgers,1,3.0,1
Greenwood,Cupcakes,0,4.0,1
Greenwood,Department Stores,0,4.333333333333333,3
Greenwood,Department Stores,1,5.0,1
Greenwood,Fast Food,0,5.0,1
Greenwood,Oil Change Stations,0,5.0,1
Greenwood,Oil Change Stations,1,1.0,1
Greenwood,Ophthalmologists,0,1.0,1
Greenwood,Restaurants,0,3.5,4
Greenwood,Restaurants,1,3.0,1
Greenwood,Sandwiches,0,5.0,2
Greenwood,Specialty Food,1,4.0,1
Greenwood,Water Parks,1,4.5,2
Gretna,American (Traditional),0,4.0,2
Gretna,Chicken Wings,0,3.3333333333333335,3
Gretna,Grocery,0,4.0,1
Gretna,Grocery,1,3.0,1
Gretna,Hotels,0,4.0,1
Gretna,Hotels,1,5.0,1
Gretna,Restaurants,0,2.5,2
Gretna,Sandwiches,0,4.0,1
Gulfport,Breakfast & Brunch,0,3.0,1
Gulfport,Breakfast & Brunch,1,4.0,1
Haddon Heights,Coffee & Tea,0,4.5,2
Haddon Township,Grocery,0,3.75,4
Haddon Township,Grocery,1,4.5,2
Haddonfield,Caterers,0,4.5,2
Haddonfield,Food,0,4.0,6
Haddonfield,Food,1,5.0,1
Haddonfield,Italian,0,5.0,1
Haddonfield,Italian,1,3.5,2
Hamilton,Restaurants,0,3.25,4
Hamilton,Restaurants,1,5.0,1
Hamilton Township,Restaurants,0,5.0,1
Hamilton Township,Restaurants,1,4.0,1
Harahan,Event Planning & Services,0,3.0,1
Harahan,Event Planning & Services,1,5.0,1
Harahan,Fast Food,0,2.4,5
Harahan,Fast Food,1,4.0,1
Harahan,Restaurants,0,4.0,2
Harahan,Restaurants,1,3.5,2
Harvey,Cinema,0,2.8,5
Harvey,Cinema,1,1.5,2
Harvey,Ice Cream & Frozen Yogurt,0,2.3333333333333335,3
Harvey,Ice Cream & Frozen Yogurt,1,5.0,1
Harvey,Sporting Goods,0,4.75,4
Hatboro,American (New),0,5.0,1
Hatboro,American (New),1,4.0,1
Hatboro,Car Dealers,0,5.0,1
Hatboro,Food,0,5.0,1
Hatboro,Hair Removal,0,2.0,1
Hatboro,Himalayan/Nepalese,0,2.0,1
Hatfield,Restaurants,0,1.0,1
Havertown,Auto Repair,0,5.0,1
Havertown,Dentists,0,5.0,1
Havertown,Food,0,4.0,4
Havertown,Restaurants,0,5.0,1
Hazelwood,Burgers,0,1.0,1
Hazelwood,Cheesesteaks,0,3.3333333333333335,3
Hendersonville,American (Traditional),0,5.0,1
Hendersonville,Burgers,1,2.0,1
Hendersonville,Coffee & Tea,1,3.0,1
Hendersonville,Restaurants,0,5.0,1
Hendersonville,Restaurants,1,3.5,2
Hendersonville,Southern,0,5.0,1
Hermitage,American (Traditional),0,3.0,1
Hermitage,American (Traditional),1,5.0,1
Hermitage,Chinese,0,3.0,1
Hermitage,Food,0,1.0,1
Hermitage,Food,1,5.0,1
Hermitage,Modern European,0,4.5,2
Hermitage,Modern European,1,4.666666666666667,3
Hermitage,Waxing,0,5.0,1
Hermitage,Waxing,1,4.5,2
Hermitage,Wedding Planning,0,4.5,2
Hernando Beach,Nightlife,0,3.0,1
Hernando Beach,Nightlife,1,2.0,1
Holiday,American (Traditional),0,5.0,1
Holiday,American (Traditional),1,4.0,1
Horsham,Comfort Food,0,4.0,1
Horsham,Food,1,4.0,1
Hudson,Seafood,0,4.0,2
Hudson,Seafood,1,5.0,1
Huntingdon Valley,Chinese,0,3.0,1
Huntingdon Valley,Chinese,1,4.0,1
Huntingdon Valley,Food,0,3.0,1
Huntingdon Valley,Restaurants,1,3.0,1
Indian Rocks Beach,Bars,0,4.0,1
Indian Rocks Beach,Nightlife,0,3.3333333333333335,3
Indian Rocks Beach,Nightlife,1,2.0,1
Indian Rocks Beach,Sandwiches,0,4.0,2
Indian Rocks Beach,Sushi Bars,0,2.0,2
Indianapolis,Active Life,0,3.6666666666666665,3
Indianapolis,American (New),0,3.526315789473684,19
Indianapolis,American (New),1,3.6666666666666665,6
Indianapolis,American (Traditional),0,3.588235294117647,17
Indianapolis,American (Traditional),1,4.1,10
Indianapolis,Art Schools,0,4.5,2
Indianapolis,Arts & Crafts,0,4.333333333333333,3
Indianapolis,Arts & Entertainment,0,4.285714285714286,7
Indianapolis,Arts & Entertainment,1,4.5,2
Indianapolis,Asian Fusion,0,4.5,4
Indianapolis,Asian Fusion,1,4.0,1
Indianapolis,Auto Parts & Supplies,0,3.0,1
Indianapolis,Auto Repair,0,4.0,1
Indianapolis,Automotive,0,3.2,5
Indianapolis,Automotive,1,5.0,1
Indianapolis,Bagels,0,4.5,2
Indianapolis,Bakeries,0,4.428571428571429,7
Indianapolis,Barbeque,0,4.0,8
Indianapolis,Barbeque,1,4.0,2
Indianapolis,Barbers,0,4.0,1
Indianapolis,Bars,0,3.8947368421052633,38
Indianapolis,Bars,1,3.6666666666666665,12
Indianapolis,Beauty & Spas,0,4.25,4
Indianapolis,Beauty & Spas,1,4.0,1
Indianapolis,Beer,0,3.823529411764706,17
Indianapolis,Beer,1,3.75,8
Indianapolis,Books,0,5.0,5
Indianapolis,Books,1,5.0,1
Indianapolis,Breakfast & Brunch,0,3.4166666666666665,12
Indianapolis,Breakfast & Brunch,1,4.5,2
Indianapolis,Breweries,0,4.1875,16
Indianapolis,Breweries,1,3.4,5
Indianapolis,Bridal,0,5.0,1
Indianapolis,Bridal,1,5.0,1
Indianapolis,Buffets,0,4.0,2
Indianapolis,Burgers,0,4.0,3
Indianapolis,Burgers,1,3.5,2
Indianapolis,Cafes,0,4.25,4
Indianapolis,Cafes,1,4.0,2
Indianapolis,Cajun/Creole,0,4.625,16
Indianapolis,Chicken Wings,1,2.0,1
Indianapolis,Chocolatiers & Shops,0,4.0,1
Indianapolis,Chocolatiers & Shops,1,5.0,1
Indianapolis,Cideries,0,4.615384615384615,13
Indianapolis,Cideries,1,4.666666666666667,3
Indianapolis,Coffee & Tea,0,5.0,1
Indianapolis,Coffee & Tea,1,4.5,2
Indianapolis,Cosmetics & Beauty Supply,0,5.0,1
Indianapolis,Cuban,0,5.0,1
Indianapolis,Cuban,1,1.0,1
Indianapolis,Custom Cakes,0,5.0,1
Indianapolis,Dance Clubs,0,4.0,1
Indianapolis,Desserts,0,3.6666666666666665,9
Indianapolis,Desserts,1,2.5,2
Indianapolis,Diners,0,4.0,4
Indianapolis,Diners,1,4.0,1
Indianapolis,Dive Bars,0,4.0,1
Indianapolis,Electronics,0,3.0,1
Indianapolis,Event Planning & Services,0,4.419354838709677,31
Indianapolis,Event Planning & Services,1,4.5,10
Indianapolis,Fashion,0,3.25,4
Indianapolis,Fast Food,0,3.4,10
Indianapolis,Festivals,0,4.0,1
Indianapolis,Festivals,1,5.0,2
Indianapolis,Fitness & Instruction,0,4.0,1
Indianapolis,Fitness & Instruction,1,3.0,1
Indianapolis,Food,0,4.285714285714286,49
Indianapolis,Food,1,4.285714285714286,21
Indianapolis,Gastropubs,0,3.5,2
Indianapolis,Gift Shops,0,5.0,2
Indianapolis,Grocery,0,4.2,5
Indianapolis,Grocery,1,4.0,1
Indianapolis,Home Decor,0,3.6,5
Indianapolis,Home Decor,1,3.0,1
Indianapolis,Hotels & Travel,0,3.0,3
Indianapolis,Hotels & Travel,1,2.0,2
Indianapolis,Ice Cream & Frozen Yogurt,0,3.25,8
Indianapolis,Ice Cream & Frozen Yogurt,1,4.0,1
Indianapolis,Indian,0,4.285714285714286,7
Indianapolis,Indian,1,3.5,2
Indianapolis,Italian,0,4.0,5
Indianapolis,Italian,1,1.0,1
Indianapolis,Latin American,0,4.0,16
Indianapolis,Latin American,1,3.7,10
Indianapolis,Laundry Services,0,5.0,1
Indianapolis,Local Services,0,5.0,1
Indianapolis,Makeup Artists,0,5.0,2
Indianapolis,Massage Therapy,0,4.0,1
Indianapolis,Mediterranean,0,5.0,1
Indianapolis,Mediterranean,1,3.0,1
Indianapolis,Mexican,0,3.730769230769231,26
Indianapolis,Mexican,1,4.0,3
Indianapolis,Museums,0,4.3076923076923075,13
Indianapolis,Museums,1,4.6,5
Indianapolis,Nail Salons,1,5.0,2
Indianapolis,Nightlife,0,3.857142857142857,21
Indianapolis,Nightlife,1,4.0,5
Indianapolis,Oil Change Stations,0,5.0,1
Indianapolis,Party Supplies,0,4.5,2
Indianapolis,Performing Arts,1,4.0,1
Indianapolis,Pizza,0,3.4545454545454546,11
Indianapolis,Pizza,1,3.4285714285714284,7
Indianapolis,Professional Sports Teams,0,3.0,1
Indianapolis,Public Transportation,0,2.5,2
Indianapolis,Public Transportation,1,2.0,1
Indianapolis,Pubs,0,2.0,2
Indianapolis,Real Estate,0,4.5,2
Indianapolis,Real Estate,1,5.0,1
Indianapolis,Restaurants,0,3.9156626506024095,83
Indianapolis,Restaurants,1,4.055555555555555,36
Indianapolis,Salad,0,3.3333333333333335,3
Indianapolis,Salad,1,5.0,1
Indianapolis,Sandwiches,1,4.0,1
Indianapolis,Seafood,0,2.6666666666666665,3
Indianapolis,Seafood,1,4.0,1
Indianapolis,Shopping,0,4.318181818181818,22
Indianapolis,Shopping,1,4.714285714285714,7
Indianapolis,Specialty Food,0,4.230769230769231,13
Indianapolis,Specialty Food,1,3.625,8
Indianapolis,Sports Bars,0,4.333333333333333,6
Indianapolis,Sports Bars,1,2.0,2
Indianapolis,Steakhouses,0,4.25,8
Indianapolis,Steakhouses,1,3.0,1
Indianapolis,Street Vendors,1,4.0,1
Indianapolis,Sushi Bars,0,4.6,5
Indianapolis,Sushi Bars,1,4.333333333333333,3
Indianapolis,Thai,0,4.5,2
Indianapolis,Thai,1,4.0,1
Indianapolis,Used,0,4.0,1
Indianapolis,Used,1,4.0,1
Indianapolis,Vegan,1,5.0,1
Indianapolis,Venues & Event Spaces,0,4.0,5
Indianapolis,Venues & Event Spaces,1,4.0,1
Indianapolis,Veterinarians,0,5.0,1
Indianapolis,Vietnamese,0,4.0,3
Indianapolis,Vietnamese,1,1.0,1
Indianapolis,Wholesalers,0,5.0,1
Indianpolis,Men's Clothing,1,5.0,1
Isla Vista,Food,0,2.3333333333333335,3
Isla Vista,Mediterranean,0,5.0,1
Jefferson,Caterers,1,4.5,2
Jefferson,Diners,0,3.0,2
Jefferson,Food,0,3.5,2
Jeffersonville,Breakfast & Brunch,0,3.0,1
Jenkintown,Coffee & Tea,0,4.5,2
Jenkintown,Coffee & Tea,1,4.0,4
Jenkintown,Dive Bars,0,3.0,1
Jenkintown,Dive Bars,1,4.0,1
Jenkintown,Restaurants,0,4.333333333333333,6
Jenkintown,Restaurants,1,4.0,4
Kenner,Bakeries,0,4.0,1
Kenner,Breakfast & Brunch,0,5.0,2
Kenner,Diners,0,4.5,2
Kenner,Health Markets,0,4.5,2
Kenner,Hotels & Travel,0,3.0,1
Kenner,Local Services,0,4.0,1
Kenner,Pizza,0,4.0,1
Kenner,Restaurants,0,3.7777777777777777,9
Kenner,Restaurants,1,3.75,4
Kenner,Seafood,0,4.0,10
Kenner,Seafood,1,3.0,4
Kenner,Seafood Markets,0,3.0,2
Kennett Square,Chinese,0,3.0,1
Kennett Square,Mexican,0,4.0,1
Kennett Square,Restaurants,0,4.0,1
Kennett Square,Restaurants,1,5.0,1
Kimberton,Salad,1,5.0,2
King Of Prussia,Barbers,0,1.0,1
King Of Prussia,Hotels & Travel,0,4.0,1
King Of Prussia,Indian,0,3.6666666666666665,3
King Of Prussia,Indian,1,5.0,1
King Of Prussia,Restaurants,0,4.5,4
King Of Prussia,Shopping,0,4.0,4
King of Prussia,Auto Parts & Supplies,1,1.0,1
King of Prussia,Coffee & Tea,0,4.5,2
King of Prussia,Coffee & Tea,1,2.0,1
King of Prussia,Fashion,0,4.0,2
King of Prussia,Food,0,4.0,1
King of Prussia,Food,1,4.0,3
King of Prussia,Middle Eastern,0,4.0,3
King of Prussia,Middle Eastern,1,2.0,1
King of Prussia,Office Equipment,0,4.0,1
King of Prussia,Restaurants,0,3.6666666666666665,6
King of Prussia,Restaurants,1,3.0,5
King of Prussia,Shopping,0,1.0,1
King of Prussia,Southern,0,4.0,2
Kingston Springs,Rafting/Kayaking,0,4.0,2
Kirkwood,Burgers,0,4.142857142857143,7
Kirkwood,Burgers,1,4.75,4
Lafayette Hill,Restaurants,1,4.0,1
Lafayette Hill,Sushi Bars,0,3.0,1
Lahaska,Cosmetics & Beauty Supply,0,4.0,1
Lambertville,Restaurants,1,4.0,2
Land O Lakes,Food,0,5.0,1
Land O Lakes,Japanese,0,3.0,1
Land O' Lakes,Chicken Wings,0,2.3333333333333335,3
Land O' Lakes,Chicken Wings,1,2.0,1
Land O' Lakes,Diners,0,4.0,2
Land O' Lakes,Diners,1,2.5,2
Land O' Lakes,Pet Services,1,5.0,1
Land o lakes,Buffets,0,3.0,1
Land o lakes,Buffets,1,3.0,1
Langhorne,Active Life,0,4.0,1
Langhorne,American (New),0,3.0,2
Langhorne,Fashion,0,1.0,1
Langhorne,Restaurants,1,4.0,1
Langhorne,Steakhouses,0,3.75,4
Langhorne,Steakhouses,1,3.0,3
Lansdale,Pizza,0,4.0,1
Lansdale,Restaurants,0,2.0,2
Lansdale,Seafood,0,5.0,1
Lansdale,Thai,0,4.5,2
Lansdale,Thai,1,4.0,2
Lansdale,Vegan,0,3.0,1
Lansdowne,Grocery,0,3.0,2
Lansdowne,Restaurants,0,2.0,1
Largo,Active Life,0,5.0,1
Largo,Breakfast & Brunch,0,5.0,2
Largo,Fishing,1,5.0,1
Largo,Food,0,3.0,1
Largo,Food,1,3.25,4
Largo,Heating & Air Conditioning/HVAC,0,2.0,1
Largo,Nightlife,0,3.75,4
Largo,Nightlife,1,4.0,2
Largo,Pizza,0,3.0,1
Largo,Pizza,1,4.5,2
Largo,Poke,0,2.5,2
Largo,Poke,1,5.0,2
Largo,Restaurants,0,4.333333333333333,3
Largo,Restaurants,1,4.0,3
Lawrence,Breakfast & Brunch,0,2.0,2
Lemay,Burgers,0,3.0,1
Levittown,Bars,0,3.5,2
Levittown,Chicken Wings,1,1.0,1
Levittown,Pets,0,4.0,1
Levittown,Sandwiches,0,3.0,1
Levittown,Sandwiches,1,1.0,1
Levittown,Thai,1,3.0,1
Limerick,Urgent Care,0,5.0,1
Lumberton,Restaurants,0,4.0,2
Lutz,Coffee & Tea,0,4.5,2
Lutz,Food,0,3.0,1
Lutz,Food,1,1.0,1
Lutz,Massage,1,3.0,1
Lutz,Restaurants,0,4.0,4
Lutz,Restaurants,1,2.3333333333333335,3
Lutz,Sandwiches,0,4.5,2
Lutz,Seafood,0,3.0,1
Lutz,Seafood,1,3.0,1
Madeira Beach,Boating,0,5.0,1
Madeira Beach,Food,0,5.0,1
Madeira Beach,Hotels,0,4.0,2
Madeira Beach,Seafood,0,2.5,6
Madeira Beach,Sushi Bars,0,3.5,2
Madison,Chicken Wings,0,3.0,2
Madison,Furniture Stores,1,3.0,1
Madison,Pet Training,0,3.3333333333333335,3
Madison,Restaurants,0,5.0,2
Madison,Restaurants,1,5.0,1
Magnolia,Automotive,0,5.0,1
Malvern,Active Life,0,4.0,1
Malvern,Bars,0,4.0,1
Malvern,Burgers,0,3.5,2
Malvern,Burgers,1,4.0,1
Malvern,Car Dealers,1,1.0,1
Malvern,Italian,0,4.5,2
Malvern,Italian,1,3.5,2
Malvern,Mexican,0,3.875,8
Malvern,Mexican,1,3.6666666666666665,3
Malvern,Pets,0,4.0,2
Malvern,Pets,1,5.0,1
Maple Shade,Automotive,1,5.0,1
Maple Shade,Department Stores,0,3.0,1
Maple Shade,Diners,0,4.0,1
Maple Shade,Diners,1,4.0,1
Maple Shade,Gas Stations,0,5.0,1
Maple Shade Township,Restaurants,0,2.0,1
Maple Shade Township,Restaurants,1,3.5,2
Maplewood,American (New),0,3.75,4
Maplewood,American (New),1,4.75,4
Maplewood,Beauty & Spas,0,4.0,1
Maplewood,Beauty & Spas,1,3.0,1
Maplewood,Donuts,0,3.5555555555555554,9
Maplewood,Donuts,1,2.6666666666666665,3
Maplewood,Home & Garden,0,4.333333333333333,3
Maplewood,Salad,1,4.0,2
Marana,American (New),0,2.5,2
Marana,Bars,0,1.0,1
Marana,Food,0,3.6666666666666665,6
Marana,Food,1,2.5,4
Marana,Italian,1,5.0,1
Marana,Mexican,1,3.0,1
Marlton,Amusement Parks,0,4.0,1
Marlton,Chicken Wings,0,5.0,1
Marlton,Chinese,1,3.0,1
Marlton,Coffee & Tea,0,4.0,2
Marlton,Food,0,4.0,2
Marlton,Food,1,5.0,3
Marlton,Restaurants,0,4.0,3
Marlton,Restaurants,1,3.0,1
Marrero,Bakeries,0,4.0,1
Marrero,Bakeries,1,3.5,2
Marrero,Cajun/Creole,0,2.0,1
Maryland Heights,Nightlife,0,3.0,1
Maryville ,Food,0,4.0,1
McCordsville,Grocery,0,4.0,1
Meadowbrook,Hospitals,0,5.0,1
Medford,Food,0,3.0,2
Medford,Food,1,2.5,2
Medford,Restaurants,0,3.0,1
Medford,Sandwiches,0,5.0,2
Media,American (New),0,4.2,5
Media,American (New),1,4.5,2
Media,Arts & Entertainment,0,4.0,1
Media,Bars,0,4.0,1
Media,Bars,1,4.0,1
Media,Burgers,0,3.5,2
Media,Desserts,0,4.4,5
Media,Hardware Stores,0,3.0,2
Media,Italian,1,4.0,1
Media,Nail Salons,1,2.5,2
Media,Pets,0,4.0,1
Media,Pets,1,1.0,1
Media,Pizza,0,3.0,3
Media,Pizza,1,5.0,1
Media,Restaurants,0,3.8214285714285716,28
Media,Restaurants,1,4.111111111111111,9
Media,Sushi Bars,0,2.0,1
Media,Sushi Bars,1,2.0,1
Merchantville,Restaurants,0,3.5,4
Merchantville,Restaurants,1,4.0,1
Meridian,Burgers,0,2.5,2
Meridian,Burgers,1,5.0,2
Meridian,Event Planning & Services,0,4.5,2
Meridian,Event Planning & Services,1,4.0,3
Meridian,Restaurants,0,4.0,1
Metairie,American (Traditional),0,1.0,1
Metairie,American (Traditional),1,1.0,2
Metairie,Arts & Entertainment,0,5.0,1
Metairie,Auto Repair,1,4.0,1
Metairie,Bakeries,1,5.0,1
Metairie,Beauty & Spas,0,3.0,1
Metairie,Beauty & Spas,1,4.0,1
Metairie,Breakfast & Brunch,1,5.0,1
Metairie,Coffee & Tea,0,4.333333333333333,3
Metairie,Coffee & Tea,1,4.0,3
Metairie,Delis,0,4.0,1
Metairie,Donuts,0,4.857142857142857,7
Metairie,Donuts,1,3.8333333333333335,6
Metairie,Electronics,0,5.0,1
Metairie,Electronics,1,5.0,1
Metairie,Fitness & Instruction,0,2.0,1
Metairie,Food,0,4.0,3
Metairie,Food,1,4.0,2
Metairie,Hair Removal,0,5.0,1
Metairie,Home Services,1,4.0,1
Metairie,Hotels & Travel,0,3.0,1
Metairie,Middle Eastern,0,4.0,3
Metairie,Middle Eastern,1,4.0,1
Metairie,Pet Stores,0,4.0,2
Metairie,Restaurants,0,3.3333333333333335,24
Metairie,Restaurants,1,4.333333333333333,3
Metairie,Sandwiches,0,3.0,1
Metairie,Sandwiches,1,4.0,1
Metairie,Seafood,0,2.5,4
Metairie,Shopping,0,4.0,1
Metairie,Shopping,1,4.0,1
Metairie,Snow Removal,0,2.0,1
Metairie,Sushi Bars,0,2.0,1
Metairie,Sushi Bars,1,1.0,1
Metairie,Tires,1,1.0,1
Metairie,Venues & Event Spaces,0,2.0,1
Metairie,Venues & Event Spaces,1,3.0,2
Metairie,Wine Bars,0,1.3333333333333333,3
Mont Clare,Specialty Food,0,3.3333333333333335,3
Montecito,Food,1,3.0,1
Montecito,Restaurants,0,4.666666666666667,3
Montecito,Tapas Bars,1,4.0,1
Montgomeryville,Party & Event Planning,1,2.0,1
Montgomeryville,Restaurants,0,2.0,1
Montgomeryville,Restaurants,1,4.0,1
Moorestown,Breakfast & Brunch,0,4.666666666666667,3
Moorestown,Breakfast & Brunch,1,5.0,2
Moorestown,Italian,0,5.0,1
Moorestown,Restaurants,0,3.6666666666666665,3
Moorestown,Restaurants,1,4.0,1
Moorestown,Vegetarian,1,3.5,2
Mooresville,Chinese,0,2.5,2
Mooresville,Chinese,1,5.0,1
Mooresville,Restaurants,0,3.625,8
Mooresville,Restaurants,1,5.0,1
Mount Juliet,Indian,0,2.5,2
Mount Juliet,Indian,1,5.0,1
Mount Juliet,Pizza,0,4.0,3
Mount Laurel,Bakeries,0,3.0,1
Mount Laurel,Bakeries,1,5.0,1
Mount Laurel,Breakfast & Brunch,0,3.0,3
Mount Laurel,Hotels & Travel,0,5.0,1
Mount Laurel,Japanese,0,4.0,1
Mount Laurel,Restaurants,0,3.6666666666666665,3
Mount Laurel,Restaurants,1,3.0,1
Mount Laurel,Shopping,0,3.0,1
Mount Laurel,Zoos,0,4.0,1
Mount Laurel Township,Veterinarians,0,3.6666666666666665,3
Mt Juliet,Comfort Food,0,3.5,8
Mt Juliet,Comfort Food,1,5.0,1
Mt Juliet,Mediterranean,0,4.0,1
Mt Juliet,Restaurants,0,4.5,2
Mt. Juliet,Thai,0,4.0,4
Mt. Laurel,Carpet Installation,0,1.0,1
Mt. Laurel,Mexican,0,3.4,5
Mt. Laurel,Mexican,1,3.0,2
Mullica Hill,Restaurants,0,1.5,2
Mullica Hill,Restaurants,1,3.0,3
NASHVILLE,Food,0,4.625,8
NASHVILLE,Food,1,4.333333333333333,3
Narberth,American (New),0,4.0,2
Narberth,American (New),1,4.5,2
Narberth,Arts & Entertainment,0,3.5,2
Narberth,Pets,1,4.0,1
Narberth,Thai,0,3.5,2
Narberth,Thai,1,3.6,5
Nashville,Accessories,0,4.0,3
Nashville,Active Life,0,5.0,3
Nashville,American (New),0,3.5384615384615383,13
Nashville,American (New),1,4.0,4
Nashville,American (Traditional),0,4.176470588235294,17
Nashville,American (Traditional),1,4.0,6
Nashville,Arts & Entertainment,1,1.0,1
Nashville,Automotive,0,3.857142857142857,7
Nashville,Automotive,1,5.0,1
Nashville,Bagels,1,4.0,2
Nashville,Bakeries,0,5.0,1
Nashville,Barbeque,0,3.736842105263158,19
Nashville,Barbeque,1,3.857142857142857,7
Nashville,Barbers,0,4.0,2
Nashville,Bars,0,4.5,18
Nashville,Bars,1,3.5714285714285716,7
Nashville,Beauty & Spas,1,2.0,1
Nashville,Books,0,4.8,5
Nashville,Bowling,1,4.0,1
Nashville,Breakfast & Brunch,0,4.1,10
Nashville,Breakfast & Brunch,1,4.0,5
Nashville,Breweries,0,4.0,2
Nashville,Breweries,1,4.0,2
Nashville,Burgers,0,3.3157894736842106,19
Nashville,Burgers,1,2.6666666666666665,3
Nashville,Cafes,0,3.4444444444444446,9
Nashville,Cafes,1,4.5,4
Nashville,Campgrounds,0,4.0,1
Nashville,Caterers,0,4.0,7
Nashville,Caterers,1,4.0,5
Nashville,Chicken Wings,0,4.166666666666667,12
Nashville,Chicken Wings,1,3.4285714285714284,7
Nashville,Chinese,0,4.5,2
Nashville,Chinese,1,4.0,1
Nashville,Cocktail Bars,0,3.761904761904762,21
Nashville,Cocktail Bars,1,3.5714285714285716,7
Nashville,Coffee & Tea,0,3.8333333333333335,6
Nashville,Coffee & Tea,1,4.0,4
Nashville,Cupcakes,0,4.0,1
Nashville,Custom Cakes,0,4.666666666666667,3
Nashville,Custom Cakes,1,4.5,2
Nashville,Desserts,1,5.0,1
Nashville,Ethnic Food,0,4.285714285714286,7
Nashville,Ethnic Food,1,5.0,3
Nashville,Event Planning & Services,0,2.1666666666666665,6
Nashville,Event Planning & Services,1,3.5,2
Nashville,Eyewear & Opticians,1,3.0,1
Nashville,Fashion,0,3.6,5
Nashville,Fashion,1,4.0,1
Nashville,Fast Food,0,2.0,1
Nashville,Fast Food,1,1.0,1
Nashville,Fitness & Instruction,0,3.0,1
Nashville,Food,0,3.6296296296296298,27
Nashville,Food,1,3.75,12
Nashville,Furniture Stores,0,2.0,1
Nashville,Gas Stations,0,5.0,1
Nashville,Greek,0,3.5,6
Nashville,Greek,1,4.0,1
Nashville,Gyms,0,5.0,1
Nashville,Gyms,1,5.0,2
Nashville,Hair Removal,1,2.0,1
Nashville,Hair Salons,0,3.0,2
Nashville,Hair Salons,1,5.0,1
Nashville,Health Markets,0,4.285714285714286,7
Nashville,Health Markets,1,3.5,2
Nashville,Hookah Bars,0,4.666666666666667,3
Nashville,Hospitals,0,5.0,1
Nashville,Hotels,0,2.0,1
Nashville,Hotels & Travel,0,3.0,3
Nashville,Hotels & Travel,1,2.0,1
Nashville,Ice Cream & Frozen Yogurt,0,4.125,16
Nashville,Ice Cream & Frozen Yogurt,1,4.333333333333333,3
Nashville,Italian,0,4.0,1
Nashville,Italian,1,4.5,2
Nashville,Japanese,0,4.0625,16
Nashville,Japanese,1,3.3333333333333335,3
Nashville,Korean,0,4.285714285714286,7
Nashville,Korean,1,4.142857142857143,7
Nashville,Laundry Services,1,3.0,1
Nashville,Local Flavor,0,3.0,3
Nashville,Local Flavor,1,5.0,1
